0.025749158859252927,-3.32
0.0792126178741455,-4.69
0.13252754211425782,-3.63
0.18602437973022462,-3.63
0.23980398178100587,-2.34
0.29308528900146485,-2.81
0.3463725566864014,-2.56
0.4000083923339844,-3.12
0.4532355785369873,-3.16
0.506603193283081,-3.24
0.5595414161682128,-3.18
0.6132964611053466,-3.07
0.6662597179412841,-2.98
0.7198185443878173,-2.77
0.7733106136322021,-2.81
0.8264252662658691,-3.01
0.8800642013549804,-3.1
0.9331066131591796,-3.88
0.9863893508911132,-5.2
1.0394515514373779,-5.51
1.093014669418335,-6.22
1.1462823867797851,-5.29
1.2000557899475097,-5.04
1.2534234046936035,-4.03
1.306253147125244,-3.59
1.3596724987030029,-2.56
1.413376760482788,-2.76
1.466559362411499,-2.81
1.5195886611938476,-4.95
1.5732030391693115,-6.27
1.626849365234375,-6.96
1.679499101638794,-6.82
1.732918930053711,-5.95
1.786942195892334,-4.81
1.8402099132537841,-3.95
1.8931157112121582,-3.25
1.9466247081756591,-3.25
2.0000988960266115,-2.92
2.0535535335540773,-3.66
2.1068772792816164,-5.18
2.160094213485718,-5.99
2.2135030746459963,-7.14
2.2674324035644533,-6.94
2.3249039173126222,-5.51
2.3732513904571535,-4.3
2.4266004085540773,-1.57
2.4797648906707765,-1.02
2.5332757949829103,0.33
2.5866136074066164,-1.44
2.640410137176514,-1.96
2.6935657978057863,-6.54
2.7466225147247316,-7.32
2.7994815826416017,-7.3
2.8531572341918947,-6.14
2.9068517208099367,-5.63
2.960133743286133,-4.02
3.013060283660889,-3.68
3.0661692142486574,-2.62
3.1199507236480715,-2.94
3.1735250473022463,-2.55
3.226320219039917,-4.26
3.280110788345337,-5.33
3.333361577987671,-6.97
3.387065601348877,-6.75
3.4401053905487062,-6.65
3.4934784889221193,-5.61
3.546721410751343,-4.71
3.6002194404602053,-3.52
3.6534587860107424,-3.28
3.7082681179046633,-2.65
3.7599062442779543,-2.67
3.8129465103149416,-3.71
3.8670310497283937,-5.24
3.9198231220245363,-6.64
3.973867130279541,-7.02
4.02702898979187,-6.41
4.07997841835022,-5.42
4.1330828189849855,-3.96
4.1870283603668215,-3.31
4.239834260940552,-2.81
4.293557596206665,-2.59
4.346500825881958,-3.26
4.399886798858643,-4.83
4.453839492797852,-6.5
4.50677342414856,-7.52
4.560762357711792,-6.56
4.613855791091919,-5.26
4.667836618423462,-4.87
4.720918130874634,-2.38
4.774060201644898,-0.85
4.827715110778809,-0.42
4.880593967437744,-1.56
4.933735322952271,-1.56
4.9877135276794435,-5.5
5.040653896331787,-5.94
5.094328594207764,-7.79
5.1475505352020265,-5.95
5.201072406768799,-5.65
5.254263830184937,-4.32
5.307592344284058,-3.57
5.360892486572266,-2.31
5.414263200759888,-2.69
5.467504215240479,-2.2
5.520792675018311,-4.55
5.574542713165283,-4.3
5.6279839992523195,-6.59
5.680762004852295,-5.73
5.73462553024292,-7.28
5.787906360626221,-5.38
5.840625476837158,-4.64
5.8945879459381105,-3.65
5.9476158142089846,-2.72
6.000706148147583,-2.28
6.05481333732605,-2.5
6.108215999603272,-3.84
6.160582256317139,-4.88
6.2145423412323,-7.39
6.267275047302246,-7.28
6.32141752243042,-7.47
6.373729181289673,-5.65
6.4277510166168215,-5.12
6.481505107879639,-3.4
6.534088802337647,-3.51
6.588017177581787,-2.4
6.640659046173096,-3.6
6.6942259788513185,-4.49
6.74804539680481,-5.91
6.801378202438355,-7.43
6.854732704162598,-5.95
6.907531452178955,-6.2
6.96061224937439,-4.61
7.01456470489502,-3.96
7.068076801300049,-0.92
7.121357870101929,-1.9
7.174773168563843,0.71
7.228026103973389,-1.65
7.281293106079102,-4.11
7.334126424789429,-6.37
7.388303232192993,-8.11
7.441079807281494,-6.58
7.495074224472046,-5.8
7.548289012908936,-4.65
7.601039600372315,-3.67
7.655146789550781,-2.85
7.708318662643433,-2.57
7.761038732528687,-2.31
7.814825248718262,-3.01
7.867623519897461,-4.3
7.92168779373169,-5.9
7.974243593215943,-7.83
8.028177452087402,-6.36
8.081539344787597,-5.68
8.134438467025756,-4.38
8.188345146179199,-3.98
8.241066408157348,-3.04
8.29599995613098,-2.73
8.348044824600219,-2.24
8.40157790184021,-3.19
8.454340648651122,-4.19
8.50789279937744,-6.86
8.561705303192138,-6.88
8.61493010520935,-6.35
8.668597888946532,-4.96
8.722051334381103,-4.16
8.774647903442382,-3.34
8.828138303756713,-3.01
8.881198358535766,-2.64
8.934569549560546,-2.61
8.988431406021117,-3.81
9.0420352935791,-5.78
9.094733428955077,-7.76
9.148076725006103,-7.25
9.202579450607299,-6.51
9.254873943328857,-4.79
9.30773754119873,-4.92
9.36163969039917,-2.22
9.415126514434814,-1.73
9.467888784408569,0.12
9.521638345718383,-1.75
9.574615430831908,-3.81
9.628430080413818,-7.74
9.681980800628661,-8.1
9.735244464874267,-7.04
9.789056253433227,-5.34
9.842357349395751,-4.84
9.895143222808837,-4.2
9.9484233379364,-4.11
10.001734924316406,-3.37
10.056061220169067,-3.26
10.109011125564574,-2.9
10.162378025054931,-3.67
10.215227556228637,-5.09
10.268691492080688,-6.1
10.322584342956542,-7.54
10.375594806671142,-6.12
10.428659868240356,-5.23
10.482105684280395,-4.62
10.535635185241699,-3.85
10.58901948928833,-2.83
10.64231915473938,-2.72
10.695558023452758,-2.84
10.748981428146362,-5.03
10.802240800857543,-6.63
10.855545473098754,-7.22
10.909558725357055,-6.49
10.962553215026855,-5.66
